id_tse,firm,symbol,fin_year,year,month,industry,industry_id,sum_over1,num_holders,largest_owner,first_second,first_sumtwofour,sumfive,sumfour,sumthree,sumtwo,gini,herfindahl,sscl,ssco,ssdl,ssdo,bzcl,bzco,bzdl,tot_asset,tot_lib,ppe,book_value,marketcap,capital,equity,revenue,cost_of_revenue,gross_profit,operating_expenses,operating_income,ebt,tax,net_income,eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,begining_cash_position,change_in_cash,end_cash_position,dividend,payout,dps,adj_eps,adj_dps,adj_earning,adj_dividend,DIVTOI,DIVTNI,DIVTEQ,DIVTS,DPAY,DIVTMVE,ROA,ROE,DLOSS,NPLOSS,MTB,LEVRG,LNTA,LNQ,LHH,Q,DEBT
4.90548917364e+16,دارو عبیدی,دعبید,1391-09-30,1391,9,مواد و محصولات دارویی,43,69.120003,2,67.949997,58.076923,58.076923,69.120003,69.120003,69.120003,69.120003,.96614581,46.185715,1,0.0,1,0,1,0,1,924963,662137,143601,262826,803376,56000,262826,550331,351016,199315,-2261,140089,117483,49622,67861,404,-54380,-57754,182825,53364,15403,68767,13608,.2005,81,767.55011,153.89,12894.842,2585.3521,.097138248,.20052755,.051775701,.024726937,1,.016938519,.15145363,.53301042,0,0,3.0566838,.71585244,13.737509,1.1173306,3.8326705,3.0566838,.71585244
5.65507766681e+16,دارو فارابی,دفارا,1391-12-29,1391,12,مواد و محصولات دارویی,43,95.830002,9,52.459999,3.8264041,1.6246516,89.669998,84.75,79.019997,66.169998,.70220703,31.729713,1,0.0,1,0,1,0,1,2160217,1394636,41077,765581,2325300,150000,765581,1280944,799905,481039,-45118,353839,383268,55132,328136,2188,-8819,-4259,319622,51852,64427,117175,210000,.63990003,1400,4156.9297,2659.8271,62353.945,39897.406,.59349024,.63997853,.27430147,.16394159,1,.090310931,.1637979,.46218362,0,0,3.0373011,.64559996,14.585719,1.1109693,3.4572535,3.0373011,.64559996
1.83032370822e+16,فرآورده تزریقی,دفرا,1391-12-29,1391,12,مواد و محصولات دارویی,43,33.779999,3,14.35,1.0996169,.73854864,33.779999,33.779999,33.779999,27.4,.23593843,4.1692939,.160235,0.6328270000000006,.161347,.630337,.14640599,.65604401,.33333001,512741,214071,179911,298670,619630,110000,298670,392418,155726,236692,1097,208692,199835,35502,164333,1494,118334,-66217,11736,11140,-6403,4703,77000,.46849999,700,2838.4155,1329.9136,31222.57,14629.049,.36896479,.46856079,.25780961,.19621934,1,.1242677,.40701249,.69873774,0,0,2.074631,.41750318,13.147526,.7297833,1.4277467,2.074631,.41750318
4384288570322406,دارو اکسیر,دلر,1391-12-29,1391,12,مواد و محصولات دارویی,43,95.410004,7,56.349998,1.8060898,1.5846456,93.360001,91.910004,89.910004,87.550003,.79397684,41.62537,1,0.0,1,0,1,0,1,2158597,1806770,173059,351827,1693800,150000,351827,1897108,1394537,502571,92994,461492,232273,39811,192462,1283,-44094,-16658,454515,24107,6571,29981,120000,.62349999,800,2437.5415,1519.9012,36563.125,22798.518,.26002619,.62349969,.34107673,.063254178,1,.070846617,.21379256,1.3117015,0,0,4.8142982,.83701128,14.584969,1.5715903,3.7287099,4.8142982,.83701128
2.92479151616e+16,دارو لقمان,دلقما,1391-12-29,1391,12,مواد و محصولات دارویی,43,80.870003,4,70.480003,11.986395,6.7834458,80.870003,80.870003,79.339996,76.360001,.86455631,50.132259,1,0.0,1,0,1,0,1,,,,,1009575,75000,229536,479529,344808,134721,-7372,111749,58034,10115,47919,639,398234,-179364,-9099,28148,99009,127157,24750,.17209999,110,1214.0211,208.98642,27315.475,4702.1943,.22147849,.5164966,.10782623,.051613145,1,.024515266,,.48684737,0,0,,,,,3.9146647,,
7.04749837323e+16,پارس دارو,دپارس,1391-12-29,1391,12,مواد و محصولات دارویی,43,83.480003,9,62.189999,7.1812935,4.2162714,78.589996,76.940002,74.449997,70.849998,.81603378,39.704708,1,0.0,1,0,1,0,1,,,,,2529030,70000,375131,615280,473949,141331,4414,119606,248760,14715,234045,3344,,,,,,,199500,.85229999,2850,6353.187,5414.6479,44472.309,37902.535,1.6679765,.85240018,.53181422,.32424262,1,.078883998,,.31883794,0,0,,,,,3.6814697,,
2.33536891030e+16,داروسازی کوثر,دکوثر,1391-12-29,1391,12,مواد و محصولات دارویی,43,52.169998,4,46.630001,18.286274,8.4169674,52.169998,52.169998,50.700001,49.18,.87221265,21.853308,.85656798,0.12896700000000008,.87008703,.119424,1,0,1,,,,,694620,180000,291241,346480,285154,61326,-232,43866,22288,491,21797,121,,,,,,,21600,.99169999,120,229.88506,227.98518,4137.9312,4103.7334,.49240869,.99096209,.074165381,.062341262,1,.031096138,,.15061752,0,0,,,,,3.0843523,,
2.00249113814e+16,کیمیدارو,دکیمی,1391-12-29,1391,12,مواد و محصولات دارویی,43,71.5,3,54.080002,3.7871149,3.1044776,71.5,71.5,71.5,68.360001,.71244752,31.384245,1,0.0,1,0,1,0,1,950117,633395,194927,316722,1124400,240000,316722,476487,314005,162482,-6969,109631,56993,2632,54361,227,131117,-8831,-54637,20116,8979,29110,24000,.44049999,100,431.27197,189.98766,10350.527,4559.7036,.21891618,.44149297,.075776234,.050368637,1,.021344718,.11538684,.34614268,0,0,3.5501165,.66664946,13.76434,1.2669804,3.446306,3.5501165,.66664946
6.90908684586e+16,ایران دارو,دیران,1391-12-29,1391,12,مواد و محصولات دارویی,43,93.580002,6,68.529999,6.4287052,3.4804468,91.059998,88.220001,84.860001,79.190002,.76046163,48.678509,1,0.0,1,0,1,0,1,357662,260570,38445,97092,539700,70000,97092,276648,182177,94471,-2567,73629,35557,7949,27608,394,-9295,-9697,77837,1751,1639,3436,17500,.63450003,250,748.55133,474.96912,5239.8594,3324.7839,.2376781,.63387424,.18024142,.063257277,1,.032425422,.20586196,.75834262,0,0,5.5586452,.72853702,12.787344,1.7153544,3.8852377,5.5586452,.72853702
9211775239375292,ذوب آهن اصفهان,ذوب,1391-12-29,1391,12,فلزات اساسی,33,46.200001,4,27.17,2.132653,1.4277457,46.200001,46.200001,44.91,39.91,.61601734,9.2718058,.35254401,0.4729909999999997,.35499999,.470947,.540941,.39188299,1,,,,,26846999.9072,7868406,3960522,31030463,26477105,4553358,-416757,2896487,219211,14611,204600,26,,,,,,,0,0,0,49.39679,0,38867.398,0,0,0,0,0,0,0,,.73133969,0,0,,,,,2.2269781,,
4.05057676727e+16,خدمات انفورماتیک,رانفور,1391-12-29,1391,12,رایانه و فعالیت‌های وابسته به آن,17,95.889999,3,93.589996,73.117188,40.691303,95.889999,95.889999,95.889999,94.870003,.96537697,87.617668,1,0.0,1,0,1,0,1,10281607,5044840,1192346,5236767,15383000,1000000,5236767,1950716,1684653,266063,,-178731,3347817,16115,3331702,3332,721734,-933768,-354,144877,-80211,64666,2300000,.69029999,2300,6330.3887,4369.7158,633038.88,436971.59,-12.868501,.69033784,.43920228,1.1790543,1,.1495157,-.017383566,-.034130026,1,0,2.9374995,.49066648,16.145866,1.0775588,4.4729829,2.9374995,.49066648
4.10482990274e+16,تجارت الکترونیک پارسیان,رتاپ,1391-12-29,1391,12,رایانه و فعالیت‌های وابسته به آن,17,89.379997,5,54.990002,3.5477419,1.6688923,89.379997,87.940002,85.889999,70.489998,.67436785,35.075863,1,0.0,1,0,1,0,1,3877487,2622186,924632,1255301,7102823.896,506000,1255301,981884,534813,447071,465221,826674,829892,101765,728127,1439,521720,-726111,,844219,-555690,288529,683100,.9382,1350,2733.9224,2564.8333,138336.47,129780.56,.82632333,.93816054,.54417229,.69570339,1,.096173018,.21319839,.65854645,0,0,5.6582637,.67625916,15.170698,1.7331171,3.5575132,5.6582637,.67625916
3823243780502959,تکین کو,رتکو,1391-12-29,1391,12,خدمات فنی و مهندسی,13,8.7700005,2,6,2.166065,2.166065,8.7700005,8.7700005,8.7700005,8.7700005,.36830103,.43672901,.063141003,0.9088779999999984,.063771002,.90786302,.067175001,.90492499,1,180918,108099,24893,72819,126450,30000,72819,163757,127374,36383,,23063,21693,4338,17355,579,6525,-5207,,1980,-750,1230,6000,.34540001,200,1100.0284,379.97531,3300.0854,1139.9259,.26015696,.34572169,.082396075,.036639657,1,.047449585,.12747765,.31671679,0,0,1.7364974,.59750271,12.105799,.55187011,-.82844239,1.7364974,.59750271
6.71268811886e+16,گروه مپنا,رمپنا,1391-12-29,1391,12,خدمات فنی و مهندسی,13,78.779999,3,45.009998,2.3333333,1.3328398,78.779999,78.779999,78.779999,64.300003,.38753492,26.076746,.63044602,0.260892,.63164997,.27506801,.95477599,.038867,1,110647775,84807840,8431012,25839935,69770000,9975104,25839935,17356362,12053438,5302924,2466103,6975744,5264714,414741,4849973,486,3489662,-6092816,7327562,675159,903681,1578840,2992531.3,.61729997,300,923.33997,569.96295,921041.19,568543.94,.42899099,.61702019,.11581033,.17241697,1,.042891376,.063044593,.26995981,0,0,2.7000842,.76646674,18.521862,.99328297,3.261044,2.7000842,.76646674
2.79529699190e+16,کارت اعتباری ایران کیش,رکیش,1391-12-29,1391,12,رایانه و فعالیت‌های وابسته به آن,17,96.849998,6,35.610001,1.5270154,.68074936,93.919998,87.919998,79.849998,58.93,.47126484,23.592506,.39206499,0.011904000000000001,.399326,.001817,.37441,.01422,.38462001,1377624,600015,586165,777609,2466994.4,299975,777609,928792,375841,552951,,491393,479075,98603,380472,1268,559451,-212880,-42080,106649,229859,336508,299975,.78860003,1000,2409.0435,1899.8765,72265.281,56991.547,.61045843,.7884286,.38576585,.32297328,1,.12159533,.35669601,.63192815,0,0,3.1725383,.43554336,14.135871,1.154532,3.1609292,3.1725383,.43554336
1.32355473614e+16,پتروشیمی زاگرس,زاگرس,1391-12-29,1391,12,محصولات شیمیایی,38,93.959999,5,36.779999,2.0616591,.71210068,93.959999,88.43,72.400002,54.619999,.3422201,22.747042,.49999499,0.0,.5,0,.5,0,.5,24123858,11535464,5965158,12588394,59011200,2400000,12588394,20343933,4217908,16126025,952409,12363399,9884682,,9884682,4119,6444068,-942144,947253,936820,8058,1118042,9840000,.99540001,4100,7825.5913,7789.4937,1878141.9,1869478.5,.79589766,.99547964,.78167236,.48368227,1,.166748,.51249677,.98212677,0,0,4.6877465,.47817659,16.998713,1.544952,3.1244352,4.6877465,.47817659
6.71702154676e+16,صنعت روی زنگان,زنگان,1391-12-29,1391,12,فلزات اساسی,33,83.220001,3,78.68,32.647305,17.330397,83.220001,83.220001,83.220001,81.089996,.91985101,62.008873,1,0.0,1,0,1,0,1,158605,74405,50146,84200,276600,50000,84200,105905,87876,18029,411,13366,33183,5425,27758,555,32911,-5524,-1941,5039,20412,25451,25000,.90090001,500,1054.4315,949.93823,5272.1572,4749.6914,1.8704175,.90064126,.2969121,.23606062,1,.090383224,.084272251,.15874109,0,0,3.2850356,.4691214,11.974172,1.1893775,4.1272774,3.2850356,.4691214
4563413583000719,سیمان داراب,ساراب,1391-12-29,1391,12,سیمان، آهک و گچ,24,86.25,6,40.240002,2.0731583,1.1303371,81.25,75.839996,69.410004,59.650002,.51369274,21.868763,.550771,0.117879,.55115998,.12910099,.66679502,.089322001,.75,1275531,438674,407171,836857,1806600,375000,836857,754356,552291,202065,,161297,300335,,300335,801,115768,12585,-31184,6662,3539,11016,187500,.62419999,500,1521.801,949.93823,57067.539,35622.684,1.1624519,.62430286,.22405262,.24855639,1,.10378612,.12645479,.19274141,0,0,2.1587918,.34391481,14.058873,.76954871,3.0850592,2.1587918,.34391481
3.48908456545e+16,سیمان آرتا اردبیل,ساربیل,1391-09-30,1391,9,سیمان، آهک و گچ,24,95.980003,3,52.580002,1.3430396,1.2115208,95.980003,95.980003,95.980003,91.730003,.50354242,43.154415,1,0.0,1,0,1,0,1,647633,223814,274284,423819,2804200,140000,423819,684195,392252,291943,1136,265276,288293,53917,234376,1674,,,,,,,229600,.97970003,1640,3180.3933,3115.7974,44525.504,43621.164,.86551368,.97962248,.54174072,.33557683,1,.081877187,.40960854,.62591815,0,0,6.6165037,.3455877,13.38108,1.8895671,3.7647848,6.6165037,.3455877
1.59497433386e+16,سیمان ارومیه,ساروم,1391-12-29,1391,12,سیمان، آهک و گچ,24,91.860001,11,65.739998,9.2591553,4.6165729,82.870003,79.980003,76.75,72.839996,.78114522,44.203026,1,0.0,1,0,1,0,1,2003591,1161083,1386068,842508,2887200,400000,842508,1296590,825953,470637,10307,443670,370460,46956,323504,809,462281,-5501,-95340,19399,101894,121293,32800,.1014,82,1537.0001,155.78987,61480.004,6231.5947,.073928818,.10138978,.038931381,.025297126,1,.011360488,.22143741,.52660626,0,0,3.4269111,.57950103,14.510451,1.2316593,3.7887933,3.4269111,.57950103
6.62956659694e+16,سیمان بجنورد,سبجنو,1391-12-29,1391,12,سیمان، آهک و گچ,24,98.540001,5,43.139999,1.1439936,.80831927,98.540001,96.510002,91.489998,80.849998,.58306271,34.256348,.40000001,0.0,.40000001,0,.38462001,0,.38462001,2156916,1455938,1413892,700978,2126600,392000,700978,1015717,651986,363731,-3237,330564,261256,26574,234682,599,433307,-85150,-85595,55621,3619,73454,23520,.1003,60,1136.1261,113.99259,44536.145,4468.5098,.071151122,.10022072,.03355312,.023156056,1,.011059908,.15325771,.47157544,0,0,3.0337615,.67500913,14.58419,1.1098033,3.5338719,3.0337615,.67500913
611986653700161,سیمان لار سبزوار,سبزوا,1392-06-31,1391,6,سیمان، آهک و گچ,24,16.84,3,11.8,2.9207921,2.3412697,16.84,16.84,16.84,15.84,.64133018,1.565616,.13210601,0.8172359999999992,.133461,.81536901,.177251,.77700001,1,1934514,1708383,1317709,226131,521787.8778,399531,226131,604435,379388,225047,-29764,166226,32952,,32952,82,138367,-6419,-67347,40015,26334,66349,,,0,155.78987,0,,,,,,,1,,.085926488,.73508716,0,0,2.3074584,.88310707,14.475367,.83614665,.44827935,2.3074584,.88310707
3.25256557294e+16,سیمان بهبهان,سبهان,1391-12-29,1391,12,سیمان، آهک و گچ,24,89.129997,9,52.459999,3.0624635,1.7211286,84.919998,82.940002,78.169998,69.589996,.76523054,31.502176,1,0.0,1,0,1,0,1,647682,225902,241859,421780,2506900,55000,421780,893037,499534,393503,-3863,335659,354967,23797,331170,6021,292601,-64149,12071,19145,46774,65919,313500,.94669998,5700,11439.156,10829.296,62915.359,59561.129,.93398362,.94664371,.7432785,.35104927,1,.12505485,.51824659,.79581535,0,0,5.9436197,.34878537,13.381155,1.7823184,3.4500566,5.9436197,.34878537
3.08292037061e+16,سیمان تهران,ستران,1391-12-29,1391,12,سیمان، آهک و گچ,24,49.450001,8,25.18,2.3777149,1.3596113,45.630001,43.700001,40.77,35.77,.6553517,7.8842769,.32289001,0.452036,.32520199,.449581,.50065798,.37141499,1,5807165,2880481,1582173,2926684,8223250,1500000,2926684,2442793,1653440,789353,271071,992440,997075,141385,855690,570,997215,-430441,-2373,138518,-13863,124640,780000,.96649998,520,1022.1335,987.93579,153320.03,148190.38,.78594172,.9115451,.26651323,.31930664,1,.094853006,.17089923,.33910051,0,0,2.8097498,.4960219,15.574603,1.0330955,2.0648706,2.8097498,.4960219
4470657233334072,سیمان خاش,سخاش,1391-12-29,1391,12,سیمان، آهک و گچ,24,94.949997,8,42.259998,2.0604584,.91570961,90.519997,88.410004,82.540001,62.77,.66210788,26.429478,.48642999,0.05455599999999999,.48260701,.048958,.48377001,.062199999,.51020002,673538,365993,287875,307545,1069500,125000,307545,642860,451415,191445,-169,156069,163579,26991,136588,1093,143848,2201,-17381,21139,-3018,18121,150000,1.0979,1200,2076.5649,2279.8518,25957.063,28498.148,.96111333,1.098193,.48773351,.23333229,1,.14025246,.23171522,.50746721,0,0,3.4775398,.54338878,13.4203,1.2463251,3.2744799,3.4775398,.54338878
6.73270290141e+16,سیمان خزر,سخزر,1391-12-29,1391,12,سیمان، آهک و گچ,24,89,9,59.200001,3.9387891,2.5739131,83.919998,82.199997,78.730003,74.230003,.79317415,37.723679,1,0.0,1,0,1,0,1,1051665,656504,744648,395161,643080,230000,395161,687576,471951,215625,-29162,162580,146778,31965,114813,499,239870,-27516,-87213,16888,19002,40865,11500,.1002,50,948.03839,94.993828,21804.883,2184.8579,.070734404,.10016287,.029102063,.016725425,1,.01788269,.15459296,.41142723,0,0,1.6273873,.62425202,13.865885,.48697585,3.6302879,1.6273873,.62425202
2.70003268413e+16,سیمان دشتستان,سدشت,1392-06-31,1391,6,سیمان، آهک و گچ,24,88.629997,4,38.720001,1.6173768,.77579641,88.629997,88.629997,78.779999,62.66,.35514686,24.292389,.477395,0.035989999999999994,.48666701,.024235999,.495976,.0067599998,.5,1720514,776705,522740,943809,2329590,300000,943809,857263,486405,370858,823,310799,299051,469,298582,524,206101,-131267,72528,29266,-6520,24741,228000,.76340002,400,995.53528,759.95062,56745.512,43317.184,.73359311,.76360935,.2415743,.26596272,1,.097871296,.18064311,.32930285,0,0,2.4682853,.45143777,14.358133,.90352368,3.1901631,2.4682853,.45143777
2.72183864112e+16,سیمان دورود,سدور,1391-12-29,1391,12,سیمان، آهک و گچ,24,78.650002,7,56.490002,9.9105263,3.8168919,74.68,71.290001,67.080002,62.189999,.73240095,32.848854,1,0.0,1,0,1,0,1,829966,630455,282676,199511,1158640,80000,199511,734156,531828,202328,-11961,118101,113341,12331,101010,1263,123212,-40270,16672,13975,8017,21992,84000,.83139998,1050,2399.5439,1994.8704,19196.352,15958.963,.71125561,.83160084,.42102942,.1144171,1,.072498791,.1422962,.59195232,0,0,5.8073993,.75961548,13.62914,1.7591329,3.4919169,5.8073993,.75961548
1.19644193229e+16,سیمان شاهرود,سرود,1391-12-29,1391,12,سیمان، آهک و گچ,24,62.869999,7,49.060001,14.017143,5.5813422,59.82,57.849998,55.369999,52.560001,.78166586,24.417147,.93842,0.04704799999999998,.95309299,.043341,1,0,1,1691436,909380,1094239,782056,2536200,450000,782056,1048349,623717,424632,,387308,342002,50026,291976,649,431059,-23620,-52112,22175,-11902,10244,29250,.1002,65,1233.0199,123.49197,55485.895,5557.1387,.07552129,.10017946,.037401415,.027901014,1,.011533002,.22898176,.49524331,0,0,3.2429903,.53763783,14.341088,1.1764958,3.1952856,3.2429903,.53763783
2.69973165011e+16,سیمان شرق,سشرق,1392-06-31,1391,6,سیمان، آهک و گچ,24,69.589996,9,20.02,1.4330709,.52189779,61.549999,58.380001,46.369999,33.990002,.50801122,9.2121248,.227063,0.2807970000000001,.22729699,.280233,.239778,.30609599,.38666999,5233422,3808742,2880284,1424680,2785692,840000,1424680,1700937,995544,705393,-5747,555606,320093,31348,288745,344,517561,-700967,483659,15039,4453,19492,252000,.8721,300,653.5575,569.96295,54898.832,47876.887,.4535588,.87274241,.17688182,.14815363,1,.09046226,.10616495,.38998652,0,0,1.9553107,.72777277,15.470576,.67054909,2.2205205,1.9553107,.72777277
6757220448540984,سیمان شمال,سشمال,1391-12-29,1391,12,سیمان، آهک و گچ,24,84.730003,7,65.059998,9.6528187,4.6109142,81.220001,79.169998,76.580002,71.800003,.79826117,43.183243,1,0.0,1,0,1,0,1,2355311,732959,641539,1622352,2827437.782,826978,1622352,885825,656133,229692,64,209410,264956,34650,230306,278,45122,44473,-112666,93589,-25322,68267,206744.5,.89929998,250,528.16565,474.96912,43678.141,39278.902,.98727137,.89769483,.12743504,.23339203,1,.073120795,.088909701,.12907803,0,0,1.7428017,.31119415,14.672183,.55549395,3.7654526,1.7428017,.31119415
1.32273001252e+16,سیمان صوفیان,سصوفی,1391-12-29,1391,12,سیمان، آهک و گچ,24,90.760002,6,71.190002,8.1546392,4.5929031,88.75,86.690002,83.419998,79.919998,.80683118,51.754555,1,0.0,1,0,1,0,1,2438652,1604059,1805290,834593,2069650,550000,834593,1441685,936449,505236,-39334,410851,266641,31836,234805,427,580309,-46368,-230928,38777,71127,110589,115500,.49180001,210,811.24725,398.97406,44618.602,21943.574,.28112382,.49189752,.13839081,.080114588,1,.055806536,.16847463,.49227709,0,0,2.4798315,.65776461,14.706956,.90819061,3.9465125,2.4798315,.65776461
5.22204245316e+16,سیمان غرب,سغرب,1391-12-29,1391,12,سیمان، آهک و گچ,24,81.550003,3,54.689999,3.2827132,2.0361133,81.550003,81.550003,81.550003,71.349998,.54555488,33.725918,1,0.0,1,0,1,0,1,1271928,609177,791715,662751,2656200,300000,662751,975428,592941,382487,-3178,344254,328813,26224,302589,1009,408588,-33915,-111608,3293,8422,11715,219000,.72350001,730,1916.9753,1386.9098,57509.262,41607.297,.63615817,.72375399,.33044085,.22451682,1,.082448609,.27065524,.51943189,0,0,4.0078402,.47893983,14.056045,1.3882525,3.5182667,4.0078402,.47893983
4.12272017525e+16,سیمان فارس,سفار,1391-12-29,1391,12,سیمان، آهک و گچ,24,98.949997,4,91.440002,36.430279,12.175766,98.949997,98.949997,96.449997,93.949997,.89887148,83.800735,1,0.0,1,0,1,0,1,528398,352965,281004,175433,615700,50000,175433,507336,365704,141632,-862,108674,126963,21851,105112,2102,104992,-49116,34933,11830,3020,14850,100000,.9515,2000,3993.5405,3799.7529,19967.701,18998.766,.9201833,.95136619,.57001817,.19710803,1,.16241676,.20566694,.61946154,0,0,3.5096021,.6679908,13.177605,1.2555027,4.428442,3.5096021,.6679908
1.55217126172e+16,سیمان فارس و خوزستان,سفارس,1392-02-31,1391,2,سیمان، آهک و گچ,24,75.779999,6,45.919998,3.5107033,1.7688752,74.730003,71.879997,67.860001,59,.68588018,23.836178,.75929701,0.15094100000000002,.76350701,0,.999286,.00054400001,1,9395641,1775017,2851,7620624,14530500,4500000,7620624,1050214,,1050214,37532,1045032,907359,,907359,202,1063556,-3132,-88061,29066,152012,184714,900000,.99010003,200,383.77505,379.97531,172698.78,170988.89,.86121762,.99188966,.11810057,.85696822,1,.061938681,.1112252,.13713208,0,0,1.9067336,.1889192,16.055756,.64539164,3.1712046,1.9067336,.1889192
6.06548726789e+16,سیمان قائن,سقاین,1391-12-29,1391,12,سیمان، آهک و گچ,24,98.699997,2,54.810001,1.2488039,1.2488039,98.699997,98.699997,98.699997,98.699997,.1106383,49.304684,1,0.0,1,0,1,0,1,541654,257454,88493,284200,747881.1648,26611,284200,513301,312906,200395,,178913,247186,22346,224840,8449,149557,9739,-684,4101,1409,5510,212889.59,.94690001,8000,16052.057,15199.012,42716.449,40446.395,1.1899056,.94684929,.7490837,.41474611,1,.28465697,.33030865,.62953204,0,0,2.6315312,.4753108,13.202383,.96756589,3.8980191,2.6315312,.4753108
3.38082060140e+16,سیمان مازندران,سمازن,1391-12-29,1391,12,سیمان، آهک و گچ,24,94.489998,9,21.25,1.0640961,.39330003,87.75,75.279999,60.220001,41.220001,.48637423,16.065596,.207072,0.007347,.20644499,.026450999,.200427,.026532,.20164999,2547711,1170025,1481157,1377686,4406951.664,273996,1377686,2056655,1160281,896374,,764105,723607,53041,670566,2447,909972,-60018,-231451,31910,53686,89322,547992,.81730002,2000,4648.998,3799.7529,127380.68,104111.71,.71716845,.81720817,.39776263,.2664482,1,.12434718,.29991823,.55462927,0,0,3.198807,.45924556,14.750706,1.1627779,2.77668,3.198807,.45924556
4.67410256104e+16,سر. میراث فرهنگی و گردشگری,سمگا,1391-09-30,1391,9,هتل و رستوران,44,76.559998,21,8.6199999,1.0641975,.47624311,31.719999,26.719999,21.719999,16.719999,.31664056,3.6566861,.090833001,0.2274670000000001,,,.090893,.230088,.118439,1110218,717248,2360,392970,580000,400000,392970,59148,,59148,89,33317,-22407,,-22407,-56,194217,-802,53000,8187,217773,225960,,,0,-106.39308,0,,,,,,,1,,.030009422,.084782556,0,1,1.4759396,.64604247,13.920067,.38929483,1.2965573,1.4759396,.64604247
1.42318314992e+16,سیمان سفید نی ریز,سنیر,1391-12-29,1391,12,سیمان، آهک و گچ,24,96.860001,3,59.290001,1.6217177,1.5781208,96.860001,96.860001,96.860001,95.849998,.60169315,48.529579,1,0.0,1,0,1,0,1,260855,100618,93848,160237,891300,50000,160237,259541,145683,113858,-2521,94339,110036,8034,102002,2040,105947,-17835,-14142,13360,3897,17280,95000,.9314,1900,3875.748,3609.7654,19378.74,18048.826,1.0070066,.93135428,.59287179,.36603081,1,.10658588,.36165303,.58874667,0,0,5.5623856,.38572386,12.47172,1.716027,3.8821735,5.5623856,.38572386
2.97470596726e+16,سیمان هرمزگان,سهرمز,1391-08-30,1391,8,سیمان، آهک و گچ,24,97.230003,6,82.510002,19.414118,7.6968284,96.040001,93.230003,90.230003,86.760002,.84622031,68.563156,1,0.0,1,0,1,0,1,1822949,936747,426853,886202,4519738,271000,886202,1170264,633270,536994,92,478028,538880,412,538468,1987,261574,-7335,-3375,20852,6107,28154,542000,1.0065,2000,3775.0547,3799.7529,102303.98,102973.3,1.1338248,1.0065594,.61159873,.46314335,1,.11991846,.26222786,.53941202,0,0,5.1001215,.5138635,14.415966,1.6292644,4.2277551,5.1001215,.5138635
4.12845167962e+16,سیمان هگمتان,سهگمت,1391-10-30,1391,10,سیمان، آهک و گچ,24,88.790001,6,79.400002,28.872726,11.93985,87.57,86.050003,84.300003,82.150002,.88971728,63.234062,1,0.0,1,0,1,0,1,2089710,1198785,958197,890925,3272873.2,502900,890925,1199776,707722,492054,-7475,446285,324274,46176,278098,553,363679,-165711,24226,84770,-19452,65318,211218,.75950003,420,1050.6317,797.94812,52836.27,40128.813,.47328052,.75950927,.23707719,.17604786,1,.064535953,.21356313,.50092322,0,0,3.6735675,.57366091,14.552536,1.3011633,4.146843,3.6735675,.57366091
3.56694801101e+16,سیمان سپاهان,سپاها,1392-06-31,1391,6,سیمان، آهک و گچ,24,90.589996,12,21.41,1.0520885,.62238371,62.099998,55.810001,49.130001,41.759998,.42694858,11.464687,.238389,0.08401499999999999,.238481,.086709,.21504401,.091801003,.23604999,5094276,2648293,2072633,2445983,3807000,1800000,2445983,1872743,1208013,664730,-24156,426899,468524,42523,426001,237,748141,-285737,243721,75177,235024,294174,360000,.84390002,200,450.27072,379.97531,81048.734,68395.555,.84329081,.84506845,.1471801,.1922314,1,.09456265,.083799742,.17453066,0,0,1.5564295,.51985657,15.443628,.44239441,2.4392717,1.5564295,.51985657
6.53219709136e+16,سیمان کردستان,سکرد,1392-06-31,1391,6,سیمان، آهک و گچ,24,94.160004,5,53.549999,1.4796906,1.3587922,94.160004,92.959999,91.400002,89.739998,.73985767,41.839478,1,0.0,1,0,1,0,1,1805233,1242647,1021702,562586,2100816,162000,562586,990274,554322,435952,3691,316808,421642,28498,393144,2427,228878,-427642,477579,139201,-40216,107393,380700,.96829998,2350,4611.0005,4464.71,74698.203,72328.297,1.2016742,.96834749,.67669654,.38443905,1,.1812153,.17549424,.56312811,0,0,3.7342131,.68835825,14.4062,1.3175371,3.7338402,3.7342131,.68835825
1.54723961107e+16,سیمان کرمان,سکرما,1391-12-29,1391,12,سیمان، آهک و گچ,24,72.510002,8,54.349998,10.027676,4.3169184,69.029999,66.940002,64.209999,59.77,.79699349,30.188936,1,0.0,1,0,1,0,1,1087621,388796,229006,698825,2067703.2,220320,698825,754789,474391,280398,2,187999,333898,40312,293586,1333,169352,-71082,-19761,106322,-53513,52785,264384,.90020001,1200,2532.5354,2279.8518,55796.82,50229.695,1.4063053,.90053338,.37832648,.35027537,1,.12786362,.17285341,.26902157,0,0,2.9588282,.35747379,13.899504,1.0847933,3.4074755,2.9588282,.35747379
